id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout_percentage,health_score,z_score,cluster
id,company_id,year,,,,,other_income,interest,depreciation,profit_before_tax,tax_percentage,,eps,dividend_payout,,-0.5751350624360134,0
779,JINDALSTEL,Mar 2019,46966.0,38553.0,8412.0,18.0,-1470,4264,5480,-2802,-14,-2412.0,-17,0,6259.0,-0.8170994460958856,0
780,JINDALSTEL,Mar 2020,37923.0,31092.0,6831.0,18.0,74,3768,3429,-291,37,-400.0,-1,0,5685.2,-0.615261825895362,0
781,JINDALSTEL,Mar 2021,34579.0,23646.0,10933.0,32.0,313,2753,2414,6078,30,4267.0,36,0,8451.0,-0.14708281323341202,0
782,JINDALSTEL,Mar 2022,51166.0,35650.0,15515.0,30.0,-1840,1888,2097,9690,30,6766.0,56,5,12483.5,0.1036091414788685,0
783,JINDALSTEL,Mar 2023,53212.0,43270.0,9942.0,19.0,-539,1446,2691,5266,25,3974.0,31,6,9897.2,-0.17647566746738488,0
784,JINDALSTEL,Mar 2024,50354.0,40153.0,10202.0,20.0,156,1294,2822,6241,5,5943.0,58,3,10477.2,0.021048325661258707,0
785,JINDALSTEL,TTM,50019.0,39693.0,10327.0,21.0,139,1293,3009,6163,,5060.0,50,,10128.2,-0.06753150467525337,0
786,JIOFIN,Mar 2023,45.0,6.0,39.0,88.0,10,0,0,49,37,31.0,,0,46.2,-0.572025238267914,0
787,JIOFIN,Mar 2024,1855.0,296.0,1559.0,84.0,429,10,22,1956,18,1605.0,3,0,1312.0,-0.4141264240553771,0
788,JIOFIN,TTM,1968.0,437.0,1531.0,78.0,435,0,22,1944,,1607.0,3,,1314.5,-0.41392579023808035,0
789,JSWENERGY,Mar 2013,8870.0,6069.0,2801.0,32.0,9,963,662,1186,23,901.0,6,36,2094.1000000000004,-0.4847495277438307,0
790,JSWENERGY,Mar 2014,8648.0,5394.0,3255.0,38.0,-179,1206,810,1060,27,760.0,5,43,2152.9,-0.49889421186325106,0
791,JSWENERGY,Mar 2015,9347.0,5723.0,3624.0,39.0,196,1137,790,1892,27,1358.0,8,24,2572.9,-0.43890470049152486,0
792,JSWENERGY,Mar 2016,9824.0,5796.0,4029.0,41.0,340,1498,854,2017,28,1460.0,9,22,2783.3,-0.42867237580939094,0
793,JSWENERGY,Mar 2017,8263.0,4939.0,3324.0,40.0,221,1685,969,892,30,623.0,4,13,2080.7,-0.5126376283480779,0
794,JSWENERGY,Mar 2018,8049.0,5336.0,2713.0,34.0,47,1456,966,338,75,85.0,0,0,1659.6,-0.5666081252009019,0
795,JSWENERGY,Mar 2019,9138.0,6283.0,2855.0,31.0,398,1192,1164,897,24,684.0,4,24,2050.1,-0.5065182969205273,0
796,JSWENERGY,Mar 2020,8273.0,5316.0,2957.0,36.0,376,1051,1738,544,6,1081.0,7,15,2154.0,-0.4666924841871238,0
797,JSWENERGY,Mar 2021,6922.0,4009.0,2913.0,42.0,248,896,1167,1099,25,823.0,5,41,1903.7,-0.49257424661840365,0
798,JSWENERGY,Mar 2022,8167.0,4596.0,3572.0,44.0,575,777,1131,2238,22,1743.0,11,19,2594.3,-0.4002826906619018,0
799,JSWENERGY,Mar 2023,10332.0,7050.0,3282.0,32.0,674,844,1169,1943,24,1480.0,9,22,2616.2,-0.4266660376364235,0
800,JSWENERGY,Mar 2024,11486.0,6104.0,5382.0,47.0,472,2053,1633,2167,20,1725.0,10,19,3462.6000000000004,-0.4020883950175725,0
801,JSWENERGY,TTM,11416.0,6034.0,5382.0,47.0,648,2083,1594,2352,,1988.0,11,,3560.8,-0.37570504804305077,0
802,JSWSTEEL,Mar 2013,38210.0,31698.0,6512.0,17.0,-307,1967,2237,1999,42,929.0,4,30,6149.6,-0.48194065430167626,0
803,JSWSTEEL,Mar 2014,51220.0,42051.0,9169.0,18.0,-1630,3048,3183,1308,70,402.0,2,74,8037.1,-0.5348076651593681,0
804,JSWSTEEL,Mar 2015,52972.0,43608.0,9364.0,18.0,103,3493,3434,2539,32,1722.0,7,19,8798.800000000001,-0.4023893457435176,0
805,JSWSTEEL,Mar 2016,41546.0,35124.0,6422.0,15.0,-1966,3601,3323,-2468,-80,-481.0,-1,-67,5891.8,-0.6233874954958801,0
806,JSWSTEEL,Mar 2017,55604.0,43296.0,12308.0,22.0,18,3768,3430,5128,33,3467.0,15,19,10644.0,-0.22733634015210927,0
807,JSWSTEEL,Mar 2018,71933.0,57017.0,14916.0,21.0,-177,3701,3387,7651,20,6113.0,26,16,14117.5,0.03810220013148187,0
808,JSWSTEEL,Mar 2019,84757.0,65827.0,18930.0,22.0,196,3917,4041,11168,33,7524.0,32,16,17168.7,0.17964935823433414,0
809,JSWSTEEL,Mar 2020,73326.0,61513.0,11813.0,16.0,-289,4265,4246,3013,-30,3919.0,17,15,12447.3,-0.18199309744304532,0
810,JSWSTEEL,Mar 2021,79839.0,59661.0,20178.0,25.0,473,3957,4679,12015,34,7873.0,33,25,17191.5,0.2146599593526158,0
811,JSWSTEEL,Mar 2022,146371.0,107257.0,39114.0,27.0,1600,4968,6001,29745,30,20938.0,85,25,34751.9,1.5253003708435902,2
812,JSWSTEEL,Mar 2023,165960.0,147490.0,18470.0,11.0,1561,6902,7474,5655,27,4139.0,17,25,23794.8,-0.15992337754040356,0
813,JSWSTEEL,Mar 2024,175006.0,146849.0,28157.0,16.0,1500,8105,8172,13380,33,8973.0,36,25,29540.100000000006,0.3250085588658245,2
814,JSWSTEEL,TTM,170274.0,147796.0,22478.0,13.0,267,8380,9006,5359,,3312.0,14,,25098.2,-0.24288546099260686,2
815,KOTAKBANK,Mar 2013,10838.0,6024.0,6603.0,-1789.0,-17,5112,179,3144,30,2238.0,15,2,3602.0999999999995,-0.3506258208809579,0
816,KOTAKBANK,Mar 2014,11986.0,6312.0,7053.0,-1379.0,-12,5282,208,3695,32,2527.0,16,2,4049.5,-0.3216342342815785,0
817,KOTAKBANK,Mar 2015,13319.0,6966.0,9718.0,-3366.0,-25,8152,237,4550,33,3105.0,20,2,4816.1,-0.26365106108281977,0
818,KOTAKBANK,Mar 2016,20402.0,11123.0,11541.0,-2263.0,-11,7631,345,5024,32,3524.0,19,3,6459.499999999999,-0.22161827635915207,0
819,KOTAKBANK,Mar 2017,22324.0,11458.0,14832.0,-3965.0,-18,11660,362,7332,32,5019.0,27,2,7896.6,-0.07164449792983661,0
820,KOTAKBANK,Mar 2018,25131.0,12467.0,16805.0,-4141.0,-16,13682,383,9158,33,6258.0,33,2,9229.600000000002,0.05264815188549575,0
821,KOTAKBANK,Mar 2019,29831.0,15187.0,19758.0,-5114.0,-17,16148,458,10576,33,7204.0,38,2,10769.3,0.14754794746685523,0
822,KOTAKBANK,Mar 2020,33474.0,15901.0,22578.0,-5005.0,-15,16892,465,11422,25,8593.0,45,0,12557.0,0.2868881335794433,0
823,KOTAKBANK,Mar 2021,32820.0,12967.0,29812.0,-9958.0,-30,23588,461,13168,25,9990.0,50,2,14230.0,0.4270308549612184,0
824,KOTAKBANK,Mar 2022,33741.0,11554.0,30699.0,-8512.0,-25,24941,480,15948,25,12089.0,61,2,15717.0,0.6375960462141502,0
825,KOTAKBANK,Mar 2023,42151.0,14411.0,33485.0,-5746.0,-14,25991,599,19646,25,14925.0,75,2,19081.4,0.9220947991409321,2
826,KOTAKBANK,Mar 2024,56237.0,22567.0,47052.0,-13382.0,-24,38037,792,23863,25,18213.0,92,2,24348.100000000002,1.2519367947767777,2
827,KOTAKBANK,TTM,64053.0,27327.0,50872.0,-14146.0,-22,43559,0,29413,,22530.0,113,,27849.699999999997,1.6850048894117977,2
828,LICI,Mar 2019,571508.0,565587.0,5920.0,1.0,2615,0,336,8199,68,2627.0,,2,59977.8,-0.3116025434167414,1
829,LICI,Mar 2020,628043.0,634989.0,-6947.0,-1.0,20870,0,379,13544,80,2710.0,,2,61804.0,-0.3032762399989265,1
830,LICI,Mar 2021,690914.0,691166.0,-252.0,0.0,12820,0,417,12151,76,2974.0,7,0,70205.40000000001,-0.2767925761157564,1
831,LICI,Mar 2022,723606.0,720280.0,3326.0,0.0,9248,0,436,12138,66,4125.0,57,23,75008.40000000001,-0.16132781426148077,1
832,LICI,Mar 2023,784628.0,750420.0,34207.0,4.0,7800,77,466,41463,13,35997.0,65,5,103124.5,3.0359726981794175,1
833,LICI,Mar 2024,845966.0,813188.0,32779.0,4.0,14829,128,466,47014,13,40916.0,66,15,110797.5,3.529431571820757,1
834,LICI,TTM,896106.0,870255.0,25851.0,3.0,16250,0,0,42102,,41468.0,,,113953.70000000001,3.584806505394658,1
835,LODHA,Mar 2011,2173.0,1663.0,510.0,23.0,145,283,17,355,26,264.0,6,0,480.50000000000006,-0.5486513985528433,0
836,LODHA,Mar 2012,2954.0,2229.0,724.0,25.0,124,254,37,556,32,381.0,9,0,670.0,-0.5369143202409838,0
837,LODHA,Mar 2015,6236.0,4769.0,1467.0,24.0,423,492,128,1269,37,798.0,18,0,1387.6999999999998,-0.4950821693346129,0
838,LODHA,Mar 2016,8249.0,6123.0,2126.0,26.0,510,988,450,1198,41,703.0,16,0,1749.1000000000001,-0.5046122756562083,0
839,LODHA,Mar 2017,7926.0,6313.0,1614.0,20.0,584,736,460,1001,42,584.0,13,0,1514.4,-0.5165499877853644,0
840,LODHA,Mar 2018,9677.0,7995.0,1682.0,17.0,285,390,395,1182,33,794.0,10,0,1793.3000000000002,-0.49548343696920644,0
841,LODHA,Mar 2019,11907.0,8728.0,3179.0,27.0,72,568,194,2489,34,1644.0,21,0,2807.4,-0.41021406461809057,0
842,LODHA,Mar 2020,12443.0,10526.0,1917.0,15.0,119,740,292,1003,26,742.0,9,0,2119.2000000000003,-0.5006999162189217,0
843,LODHA,Mar 2021,5449.0,4066.0,1383.0,25.0,-140,1136,73,33,-44,48.0,1,0,984.0,-0.5703198508208915,0
844,LODHA,Mar 2022,9233.0,7047.0,2186.0,24.0,293,688,75,1716,30,1208.0,12,20,2067.1,-0.4539522367887806,0
845,LODHA,Mar 2023,9470.0,7406.0,2064.0,22.0,-1037,482,93,452,-8,490.0,5,14,1766.6,-0.5259797771983113,0
846,LODHA,Mar 2024,10316.0,7651.0,2665.0,26.0,48,482,204,2028,23,1554.0,16,,2457.9,-0.419242586396444,0
847,LODHA,TTM,13574.0,9761.0,3812.0,28.0,260,514,311,3248,,2511.0,25,,3511.0,-0.32323930481995244,0
848,LT,Mar 2013,74426.0,63032.0,11394.0,15.0,2523,4642,1637,7638,31,5291.0,38,22,12980.2,-0.04435829877747954,0
849,LT,Mar 2014,85054.0,70968.0,14086.0,17.0,1337,6494,1446,7483,35,4885.0,35,27,14688.599999999999,-0.08508696368871839,0
850,LT,Mar 2015,91929.0,76245.0,15684.0,17.0,1422,7266,2623,7217,31,4966.0,34,32,15887.9,-0.0769612940882003,0
851,LT,Mar 2016,101122.0,85637.0,15486.0,15.0,1219,6899,1787,8020,30,4592.0,31,40,16597.800000000003,-0.11447981792269125,0
852,LT,Mar 2017,109312.0,92691.0,16620.0,15.0,1466,6829,2370,8887,23,6486.0,43,22,18514.6,0.07552040705732446,0
853,LT,Mar 2018,119683.0,99572.0,20111.0,17.0,1465,7714,2223,11639,27,8004.0,53,30,21206.600000000002,0.22780147438555248,0
854,LT,Mar 2019,135220.0,112354.0,22866.0,17.0,2701,9339,1923,14305,28,10217.0,63,28,24472.0,0.4498027932243987,2
855,LT,Mar 2020,145452.0,120899.0,24553.0,17.0,3015,11021,2462,14086,23,10894.0,68,26,26272.1,0.5177173403793462,2
856,LT,Mar 2021,135979.0,112519.0,23460.0,17.0,8111,11750,2904,16918,24,12921.0,82,44,25807.700000000004,0.7210597142095954,2
857,LT,Mar 2022,156521.0,132207.0,24314.0,16.0,2364,9235,2948,14495,29,10419.0,62,36,27117.1,0.47006680877136975,2
858,LT,Mar 2023,183341.0,156175.0,27166.0,15.0,2891,9445,3502,17109,26,12531.0,75,32,31499.300000000003,0.6819361198367305,2
859,LT,Mar 2024,221113.0,191248.0,29865.0,14.0,3847,9512,3682,20517,24,15547.0,95,36,37292.4,0.9844919163202192,2
860,LT,TTM,238881.0,208066.0,30815.0,13.0,3995,9420,3964,21425,,16150.0,98,,39595.200000000004,1.0449830122351873,2
861,LTIM,Mar 2013,3851.0,2981.0,870.0,23.0,22,21,123,749,25,562.0,174,54,875.5,-0.5187569597756286,0
862,LTIM,Mar 2014,4920.0,3773.0,1147.0,23.0,217,31,130,1204,17,996.0,309,55,1239.1,-0.47521942142223533,0
863,LTIM,Mar 2015,4978.0,3973.0,1005.0,20.0,99,10,158,936,18,769.0,238,63,1110.9,-0.4979913596854157,0
864,LTIM,Mar 2016,5846.0,4819.0,1028.0,18.0,187,6,174,1035,19,836.0,49,72,1231.0,-0.4912701268059748,0
865,LTIM,Mar 2017,6501.0,5271.0,1230.0,19.0,187,3,178,1236,21,971.0,57,29,1411.3000000000002,-0.47772734413844464,0
866,LTIM,Mar 2018,7306.0,6119.0,1187.0,16.0,426,16,156,1442,23,1112.0,65,33,1534.7,-0.46358266001902426,0
867,LTIM,Mar 2019,9446.0,7562.0,1883.0,20.0,302,11,147,2028,25,1516.0,87,32,2119.9,-0.42305462892508217,0
868,LTIM,Mar 2020,10879.0,8849.0,2029.0,19.0,329,83,273,2003,24,1520.0,87,32,2308.3999999999996,-0.42265336129048864,0
869,LTIM,Mar 2021,12370.0,9645.0,2725.0,22.0,274,79,332,2588,25,1938.0,111,36,2834.1000000000004,-0.38072089347546934,0
870,LTIM,Mar 2022,26109.0,20860.0,5249.0,20.0,766,123,597,5294,25,3950.0,225,41,5769.6,-0.1788832732749458,0
871,LTIM,Mar 2023,33183.0,27075.0,6108.0,18.0,557,150,723,5792,24,4410.0,149,40,6918.299999999999,-0.13273749529669487,0
872,LTIM,Mar 2024,35517.0,29130.0,6387.0,18.0,702,222,819,6049,24,4585.0,155,42,7305.4,-0.11518203628322986,0
873,LTIM,TTM,37129.0,30695.0,6434.0,17.0,946,280,968,6133,,4574.0,154,,7476.1,-0.11628552227836195,0
874,M&M,Mar 2013,68693.0,59578.0,9116.0,13.0,841,2297,2080,5580,35,4129.0,33,19,11258.3,-0.1609265466268873,0
875,M&M,Mar 2014,74001.0,63830.0,10170.0,14.0,773,2954,2170,5820,26,5154.0,38,18,12515.5,-0.058101715262306446,0
876,M&M,Mar 2015,71448.0,62655.0,8793.0,12.0,800,3157,2124,4313,40,3381.0,25,23,11137.5,-0.23596359429586922,0
877,M&M,Mar 2016,75841.0,65759.0,10082.0,13.0,1399,3368,2442,5672,37,3554.0,25,21,12032.900000000001,-0.21860876909970092,0
878,M&M,Mar 2017,83773.0,73038.0,10735.0,13.0,2077,3647,2813,6350,36,4051.0,30,22,13220.800000000001,-0.16875126550146027,0
879,M&M,Mar 2018,92094.0,78868.0,13226.0,14.0,4366,3987,3280,10326,23,7958.0,60,11,16363.2,0.2231868965877274,0
880,M&M,Mar 2019,104721.0,89514.0,15207.0,15.0,2676,5021,3991,8871,32,6017.0,43,17,17444.0,0.028471776901238203,0
881,M&M,Mar 2020,75382.0,65224.0,10158.0,13.0,885,6021,3367,1655,99,-321.0,1,205,10459.800000000001,-0.6073367901121407,0
882,M&M,Mar 2021,74278.0,62791.0,11487.0,15.0,1152,6102,3378,3158,52,1512.0,15,54,11481.7,-0.42345589655967564,0
883,M&M,Mar 2022,90171.0,75488.0,14683.0,16.0,3204,5018,3508,9362,23,7253.0,53,20,16326.400000000001,0.15246347599062543,0
884,M&M,Mar 2023,121269.0,100983.0,20285.0,17.0,3961,5830,4357,14060,19,11374.0,83,18,22765.4,0.5658694565305646,2
885,M&M,Mar 2024,139078.0,114186.0,24892.0,18.0,3298,7488,4724,15978,23,12270.0,91,21,26287.0,0.6557534066795055,2
886,M&M,TTM,145893.0,118688.0,27204.0,19.0,3365,8259,5007,17303,,13009.0,95,,27957.9,0.7298876021706521,2
887,MARUTI,Mar 2013,44304.0,39944.0,4361.0,10.0,797,198,1890,3070,20,2470.0,82,10,6728.700000000001,-0.3273522980745357,0
888,MARUTI,Mar 2014,44542.0,39232.0,5310.0,12.0,724,184,2116,3734,24,2854.0,94,13,7191.200000000001,-0.288830605153561,0
889,MARUTI,Mar 2015,50801.0,43909.0,6892.0,14.0,817,218,2515,4976,24,3809.0,126,20,8674.1,-0.19302795739436618,0
890,MARUTI,Mar 2016,57589.0,48565.0,9024.0,16.0,1464,82,2822,7585,28,5497.0,182,19,10668.1,-0.023693015595915003,0
891,MARUTI,Mar 2017,68085.0,57664.0,10421.0,15.0,2399,89,2604,10127,26,7511.0,249,30,12942.2,0.1783452384219053,0
892,MARUTI,Mar 2018,79809.0,67692.0,12118.0,15.0,2155,346,2760,11167,29,7881.0,261,31,14771.7,0.21546249462180278,0
893,MARUTI,Mar 2019,86068.0,75012.0,11056.0,13.0,2664,76,3021,10624,28,7651.0,253,32,14986.600000000002,0.19238960563267732,0
894,MARUTI,Mar 2020,75660.0,68305.0,7355.0,10.0,3410,134,3528,7103,20,5678.0,188,32,12045.7,-0.005535655130559753,0
895,MARUTI,Mar 2021,70372.0,64961.0,5411.0,8.0,3046,102,3034,5321,18,4389.0,145,31,10417.7,-0.13484415037831068,0
896,MARUTI,Mar 2022,88330.0,82578.0,5752.0,7.0,1861,127,2789,4697,17,3880.0,128,47,12112.0,-0.1859054568803318,0
897,MARUTI,Mar 2023,118410.0,105288.0,13122.0,11.0,2415,252,4846,10438,21,8264.0,274,34,19085.4,0.2538838706341291,0
898,MARUTI,Mar 2024,141858.0,123232.0,18626.0,13.0,4248,194,5256,17424,23,13488.0,429,29,25171.4,0.777939401413222,2
899,MARUTI,TTM,145213.0,125446.0,19766.0,14.0,5002,212,5317,19240,,14021.0,446,,26062.300000000003,0.8314083137228042,2
900,MOTHERSON,Mar 2013,25298.0,23819.0,1480.0,6.0,318,250,714,834,46,452.0,1,26,3155.8,-0.5297918197269494,0
901,MOTHERSON,Mar 2014,30414.0,28017.0,2397.0,8.0,311,294,817,1596,31,1097.0,2,29,4200.9,-0.46508741364874984,0
902,MOTHERSON,Mar 2015,34661.0,31817.0,2844.0,8.0,212,318,921,1817,29,1292.0,2,31,4837.700000000001,-0.44552561646231736,0
903,MOTHERSON,Mar 2016,37216.0,33668.0,3548.0,10.0,177,345,1087,2293,23,1774.0,3,26,5497.6,-0.3971728664938023,0
904,MOTHERSON,Mar 2017,42376.0,38204.0,4171.0,10.0,346,375,1059,3083,30,2172.0,3,18,6359.700000000001,-0.3572467368517504,0
905,MOTHERSON,Mar 2018,56303.0,51174.0,5128.0,9.0,125,411,1575,3267,31,2260.0,3,30,8074.5,-0.34841884889069374,0
906,MOTHERSON,Mar 2019,63523.0,58174.0,5348.0,8.0,333,423,2058,3200,34,2098.0,3,29,8797.5,-0.3646701880917299,0
907,MOTHERSON,Mar 2020,60729.0,56075.0,4654.0,8.0,642,593,2721,1983,-5,1294.0,2,40,7988.300000000001,-0.44532498264502063,0
908,MOTHERSON,Mar 2021,57370.0,53000.0,4370.0,8.0,568,512,2926,1500,34,1569.0,2,46,7677.2,-0.41773783276671844,0
909,MOTHERSON,Mar 2022,63774.0,59060.0,4714.0,7.0,575,543,2958,1788,31,1182.0,1,34,8265.800000000001,-0.4565604764136382,0
910,MOTHERSON,Mar 2023,78788.0,72537.0,6251.0,8.0,70,781,3136,2405,31,1670.0,2,29,10423.7,-0.40760582499323295,0
911,MOTHERSON,Mar 2024,98692.0,89370.0,9322.0,9.0,140,1811,3810,3840,21,3020.0,4,20,13875.6,-0.2721779983179313,0
912,MOTHERSON,TTM,109382.0,98908.0,10474.0,10.0,955,2061,4272,5095,,4123.0,6,,15731.6,-0.1615284480787775,0
913,NAUKRI,Mar 2013,472.0,351.0,121.0,26.0,24,3,12,130,41,76.0,8,12,119.10000000000001,-0.5675109773787372,0
914,NAUKRI,Mar 2014,567.0,471.0,97.0,17.0,48,3,21,120,49,60.0,8,30,113.19999999999999,-0.5691160479171111,0
915,NAUKRI,Mar 2015,732.0,711.0,21.0,3.0,89,4,47,60,99,-14.0,2,150,74.5,-0.5765394991570906,0
916,NAUKRI,Mar 2016,748.0,656.0,91.0,12.0,111,3,24,175,33,118.0,11,27,151.7,-0.5632976672155056,0
917,NAUKRI,Mar 2017,888.0,896.0,-9.0,-1.0,50,4,33,5,99,-43.0,-2,-230,68.70000000000002,-0.5794486895078934,0
918,NAUKRI,Mar 2018,988.0,769.0,219.0,22.0,401,5,30,585,14,501.0,42,13,369.3,-0.5248762912031792,0
919,NAUKRI,Mar 2019,1151.0,1142.0,9.0,1.0,737,7,22,716,17,592.0,49,12,354.8,-0.5157474525161775,0
920,NAUKRI,Mar 2020,1312.0,1662.0,-350.0,-27.0,286,14,48,-126,95,-246.0,-19,-31,-77.6,-0.5998130219635128,0
921,NAUKRI,Mar 2021,1128.0,1054.0,74.0,7.0,1584,11,45,1602,12,1418.0,110,7,703.6000000000001,-0.43288568597262256,0
922,NAUKRI,Mar 2022,1589.0,1143.0,446.0,28.0,13810,11,73,14200,9,12882.0,991,1,5451.1,0.717147354772309,0
923,NAUKRI,Mar 2023,2346.0,1997.0,348.0,15.0,-116,18,73,141,99,-70.0,-8,-228,314.0,-0.5821572460413994,0
924,NAUKRI,Mar 2024,2536.0,1825.0,711.0,28.0,303,35,101,878,32,595.0,44,49,710.5,-0.5154465017902323,0
925,NAUKRI,TTM,2662.0,1911.0,751.0,28.0,560,22,104,1185,,551.0,36,,717.5,-0.5198604457707607,0
926,NESTLEIND,Dec 2013,9101.0,7153.0,1948.0,21.0,97,37,330,1678,33,1117.0,12,42,1945.5,-0.4630810754757824,0
927,NESTLEIND,Dec 2014,9855.0,7816.0,2039.0,21.0,87,14,338,1774,33,1185.0,12,51,2075.3999999999996,-0.4562595256876931,0
928,NESTLEIND,Dec 2015,8175.0,6620.0,1555.0,19.0,-391,3,347,814,31,563.0,6,83,1513.0,-0.5186566428669802,0
929,NESTLEIND,Dec 2016,9141.0,7292.0,1850.0,20.0,140,91,354,1545,35,1001.0,10,61,1873.5,-0.4747178368789935,0
930,NESTLEIND,Dec 2017,10010.0,7913.0,2097.0,21.0,177,92,342,1839,33,1225.0,13,68,2124.3,-0.4522468493417583,0
931,NESTLEIND,Dec 2018,11292.0,8675.0,2618.0,23.0,259,112,336,2429,34,1607.0,17,69,2562.0,-0.41392579023808035,0
932,NESTLEIND,Dec 2019,12369.0,9443.0,2926.0,24.0,247,129,370,2673,26,1968.0,20,168,2906.7,-0.3777113862160182,0
933,NESTLEIND,Dec 2020,13350.0,10149.0,3202.0,24.0,146,164,370,2813,26,2082.0,22,93,3133.2,-0.36627525863010385,0
934,NESTLEIND,Dec 2021,14741.0,11178.0,3562.0,24.0,-112,202,391,2857,26,2118.0,22,91,3394.7,-0.3626638499187625,0
935,NESTLEIND,Dec 2022,16897.0,13191.0,3706.0,22.0,107,155,403,3256,27,2391.0,25,89,3762.3,-0.33527733385775704,0
936,NESTLEIND,Dec 2023,19126.0,14655.0,4471.0,23.0,116,119,429,4038,26,2999.0,31,56,4458.1,-0.27428465339954716,0
937,NESTLEIND,Mar 2024,24394.0,18581.0,5813.0,24.0,159,145,538,5289,26,3933.0,41,79,5761.3,-0.1805886607219681,0
938,NESTLEIND,TTM,19786.0,15060.0,4726.0,24.0,297,113,452,4458,26,3323.0,34,,4730.400000000001,-0.24178197499747475,0
939,NHPC,Mar 2013,6381.0,2229.0,4152.0,65.0,1595,611,1241,3895,26,2873.0,2,28,3045.9,-0.28692458388924197,0
940,NHPC,Mar 2014,7389.0,3047.0,4342.0,59.0,889,1203,1499,2529,35,1633.0,1,27,2706.5,-0.41131755061322267,0
941,NHPC,Mar 2015,8221.0,3087.0,5134.0,62.0,1597,1296,1715,3718,25,2798.0,2,27,3493.9,-0.29444835203786984,0
942,NHPC,Mar 2016,8354.0,3571.0,4783.0,57.0,1174,1160,1432,3365,30,2365.0,2,81,3227.7,-0.3378855734826147,0
943,NHPC,Mar 2017,8623.0,3739.0,4884.0,57.0,2245,1133,1462,4535,23,3480.0,3,61,3730.9,-0.22603222033968043,0
944,NHPC,Mar 2018,7755.0,3508.0,4248.0,55.0,1185,924,1469,3040,8,2785.0,2,57,3174.8999999999996,-0.2957524718502986,0
945,NHPC,Mar 2019,8983.0,4002.0,4981.0,55.0,1733,896,1658,4159,32,2836.0,3,56,3538.0,-0.2906363095092317,0
946,NHPC,Mar 2020,10008.0,4562.0,5446.0,54.0,311,877,1614,3266,-2,3345.0,3,52,3983.4000000000005,-0.23957500300721057,0
947,NHPC,Mar 2021,9648.0,4371.0,5277.0,55.0,1087,577,1292,4495,20,3600.0,3,49,3998.9,-0.21399419130187583,0
948,NHPC,Mar 2022,9144.0,5131.0,4013.0,44.0,981,586,1190,3217,-17,3774.0,4,52,3636.7000000000003,-0.1965390491970592,0
949,NHPC,Mar 2023,10607.0,4423.0,6184.0,58.0,743,475,1215,5237,19,4261.0,4,48,4631.9,-0.14768471468530225,0
950,NHPC,Mar 2024,9632.0,4825.0,4807.0,50.0,2029,608,1184,5043,20,4028.0,4,53,4026.5,-0.17105855440037282,0
951,NHPC,TTM,9690.0,4675.0,5015.0,52.0,2094,718,1177,5213,20,3417.0,3,,3850.7000000000003,-0.23235218558452783,0
952,NTPC,Mar 2013,71518.0,53370.0,18149.0,25.0,4777,2491,3823,16611,24,12586.0,13,38,17635.9,0.6874535498123909,0
953,NTPC,Mar 2014,78330.0,58603.0,19727.0,25.0,2792,3263,4770,14486,21,11403.0,12,42,18317.3,0.5687786468813674,0
954,NTPC,Mar 2015,79957.0,62605.0,17352.0,22.0,2338,3669,5565,10456,4,9992.0,10,21,17202.5,0.42723148877851513,0
955,NTPC,Mar 2016,73396.0,54829.0,18568.0,25.0,1188,3366,5771,10618,-2,10781.0,11,26,17227.4,0.5063815297020803,0
956,NTPC,Mar 2017,82042.0,60445.0,21598.0,26.0,1592,3753,6010,13426,20,10714.0,11,37,18974.4,0.4996602968226394,0
957,NTPC,Mar 2018,88083.0,65598.0,22485.0,26.0,5576,4447,7460,16154,35,10502.0,11,40,19759.800000000003,0.4783931121891846,0
958,NTPC,Mar 2019,100287.0,77576.0,22710.0,23.0,2818,5605,8669,11255,-25,14034.0,14,44,22459.9,0.832712433535233,2
959,NTPC,Mar 2020,109464.0,77878.0,31586.0,29.0,8209,8189,10356,21250,44,11902.0,12,27,25188.8,0.6188367842969048,2
960,NTPC,Mar 2021,111531.0,77487.0,34044.0,31.0,5021,9224,12450,17390,14,14969.0,15,41,27360.1,0.9265087431214605,2
961,NTPC,Mar 2022,132669.0,92307.0,40362.0,30.0,4809,9376,13788,22007,23,16960.0,17,41,32165.5,1.1262397082403681,2
962,NTPC,Mar 2023,176207.0,128611.0,47596.0,27.0,2561,11447,14792,23917,28,17121.0,17,42,38753.3,1.142390730532756,2
963,NTPC,Mar 2024,178501.0,127045.0,51456.0,29.0,5190,12301,16204,28142,24,21332.0,21,36,41825.5,1.5648252328510486,2
964,NTPC,TTM,185892.0,133499.0,52392.0,28.0,6831,12475,17009,29739,24,22546.0,23,,43330.8,1.6866099599501716,2
965,ONGC,Mar 2013,161984.0,118482.0,43501.0,27.0,5488,484,11763,36742,35,23994.0,19,34,38851.700000000004,1.8318688436730137,2
966,ONGC,Mar 2014,174121.0,124991.0,49130.0,28.0,7170,624,16262,39413,32,26665.0,21,31,42822.7,2.0998153066728142,2
967,ONGC,Mar 2015,160923.0,118610.0,42312.0,26.0,5955,2864,18033,27370,35,17703.0,14,44,35872.3,1.2007751713661083,2
968,ONGC,Mar 2016,124036.0,84901.0,39135.0,32.0,1067,3766,16384,20052,35,13102.0,10,56,29391.300000000003,0.7392170746749507,2
